precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
Heavy Rain (<1.5 inch),45,643,Twiceday,Bloodmoon,14,70,50,81,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
Moderate Rain (<3/4 inch),45,644,Thriceday,Bloodmoon,15,65,45,72,45,From Arctic,65,45,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,30,645,Fourday,Bloodmoon,16,70,55,71,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),20,646,Freeday,Bloodmoon,17,75,55,88,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,20,647,Godsday,Bloodmoon,18,75,55,79,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,20,648,Moonday,Bloodmoon,19,75,55,73,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),30,649,Twiceday,Bloodmoon,20,70,55,83,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,50,30,15,10
Heavy Rain (<1.5 inch),20,650,Thriceday,Bloodmoon,21,75,55,72,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,5,651,Fourday,Bloodmoon,22,80,60,85,5,Prevailing Direction,90,70,Normal,2.5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,652,Freeday,Bloodmoon,23,80,65,73,0,Indescernable,90,75,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,653,Godsday,Bloodmoon,24,80,65,74,0,Indescernable,90,75,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,654,Moonday,Bloodmoon,25,75,55,81,10,From Arctic,85,65,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),20,655,Twiceday,Bloodmoon,26,70,55,77,20,Prevailing Direction,75,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
Moderate Rain (<3/4 inch),30,656,Thriceday,Bloodmoon,27,70,50,86,30,Prevailing Direction,75,50,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,15,657,Fourday,Bloodmoon,28,70,55,76,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,658,Freeday,Bloodmoon,29,70,55,73,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,659,Godsday,Bloodmoon,30,75,55,87,5,Prevailing Direction,85,65,Normal,2.5,-,-,-,150,100,25,15
No Precipitation,5,660,Moonday,Jola,1,75,55,87,5,Prevailing Direction,85,65,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,5,661,Twiceday,Jola,2,75,55,87,5,Prevailing Direction,85,65,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,662,Thriceday,Jola,3,80,60,73,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,663,Fourday,Jola,4,80,65,71,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,664,Freeday,Jola,5,75,55,76,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),5,665,Godsday,Jola,6,80,60,90,5,Prevailing Direction,90,70,Normal,2.5,-,-,-,400,250,50,25
No Precipitation,0,666,Moonday,Jola,7,85,65,82,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,667,Twiceday,Jola,8,75,55,83,0,Indescernable,85,65,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,668,Thriceday,Jola,9,80,60,75,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,669,Fourday,Jola,10,70,55,79,15,From Arctic,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,670,Freeday,Jola,11,70,50,78,30,From Arctic,75,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),40,671,Godsday,Jola,12,70,50,86,40,From Arctic,70,50,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,25,672,Moonday,Jola,13,80,60,85,25,From Tropics,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),35,673,Twiceday,Jola,14,75,55,79,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,35,674,Thriceday,Jola,15,75,55,81,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),25,675,Fourday,Jola,16,80,60,72,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Moderate Rain (<3/4 inch),15,676,Freeday,Jola,17,85,65,71,15,From Tropics,100,75,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,0,677,Godsday,Jola,18,85,65,73,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,678,Moonday,Jola,19,80,65,74,10,Prevailing Direction,90,75,Normal,5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,679,Twiceday,Jola,20,85,65,82,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,680,Thriceday,Jola,21,75,55,76,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,681,Fourday,Jola,22,70,50,88,0,Indescernable,80,50,Normal,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),60,682,Freeday,Jola,23,70,50,89,60,Prevailing,70,50,Gale,30,-4/-6/X/X,-4,0.5,150,100,25,15
No Precipitation,45,683,Godsday,Jola,24,80,60,77,45,From Tropics,85,60,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),45,684,Moonday,Jola,25,75,55,89,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,45,685,Twiceday,Jola,26,70,55,71,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),35,686,Thriceday,Jola,27,75,55,72,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Light Rain (<1/2 inch),25,687,Fourday,Jola,28,80,60,82,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,10,688,Freeday,Jola,29,80,65,88,10,Prevailing Direction,90,75,Normal,5,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),20,689,Godsday,Jola,30,80,60,74,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
Heavy Rain (<1.5 inch),10,690,Moonday,Aftjola,1,80,65,45,10,Prevailing Direction,85,70,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,691,Twiceday,Aftjola,2,70,55,41,0,Indescernable,75,60,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,692,Thriceday,Aftjola,3,70,50,54,15,Prevailing Direction,75,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,693,Fourday,Aftjola,4,80,60,66,0,Indescernable,85,65,Evening Mist/Fog: 5 hours,0,-,-,-,50,30,15,10
No Precipitation,0,694,Freeday,Aftjola,5,80,60,57,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,695,Godsday,Aftjola,6,70,55,47,15,From Arctic,75,60,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,696,Moonday,Aftjola,7,70,50,47,30,From Arctic,70,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,697,Twiceday,Aftjola,8,70,50,43,45,From Arctic,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,698,Thriceday,Aftjola,9,70,50,69,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),0,699,Fourday,Aftjola,10,80,60,60,0,Indescernable,85,65,Morning Mist/Fog: 1 hours,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,700,Freeday,Aftjola,11,75,55,69,10,Prevailing Direction,80,60,Normal,5,-,-,-,50,30,15,10
No Precipitation,0,701,Godsday,Aftjola,12,80,65,60,0,Indescernable,85,70,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,702,Moonday,Aftjola,13,85,65,60,0,Indescernable,95,70,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,703,Twiceday,Aftjola,14,80,65,57,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,704,Thriceday,Aftjola,15,85,70,41,5,From Tropics,95,75,Normal,2.5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,705,Fourday,Aftjola,16,85,70,42,0,Indescernable,95,75,Morning Mist/Fog: 2 hours,0,-,-,-,50,30,15,10
No Precipitation,0,706,Freeday,Aftjola,17,85,65,65,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,707,Godsday,Aftjola,18,80,60,55,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,708,Moonday,Aftjola,19,80,60,70,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,709,Twiceday,Aftjola,20,80,65,57,0,Indescernable,85,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,710,Thriceday,Aftjola,21,85,65,60,0,Indescernable,95,70,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,711,Fourday,Aftjola,22,85,70,66,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,712,Freeday,Aftjola,23,85,70,55,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,713,Godsday,Aftjola,24,85,70,55,0,Indescernable,95,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,714,Moonday,Aftjola,25,85,65,66,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,715,Twiceday,Aftjola,26,85,70,52,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),10,716,Thriceday,Aftjola,27,85,65,49,10,Prevailing Direction,95,70,Normal,5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,717,Fourday,Aftjola,28,75,55,52,0,Indescernable,80,60,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,718,Freeday,Aftjola,29,70,50,55,10,From Arctic,75,50,Normal,5,-,-,-,50,30,15,10
No Precipitation,25,719,Godsday,Aftjola,30,70,50,61,25,Prevailing Direction,70,50,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),15,720,Moonday,Springmoon,1,70,55,89,15,Prevailing Direction,80,65,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
Trace Rain (<1/8 inch),5,721,Twiceday,Springmoon,2,80,60,83,5,From Tropics,90,70,Normal,2.5,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,722,Thriceday,Springmoon,3,80,65,75,0,Indescernable,90,75,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,723,Fourday,Springmoon,4,80,60,82,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,724,Freeday,Springmoon,5,75,55,77,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),40,725,Godsday,Springmoon,6,70,55,90,40,From Arctic,70,55,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),30,726,Moonday,Springmoon,7,75,55,87,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,45,727,Twiceday,Springmoon,8,70,55,75,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,728,Thriceday,Springmoon,9,70,55,71,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),45,729,Fourday,Springmoon,10,70,55,90,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,30,730,Freeday,Springmoon,11,80,60,82,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),40,731,Godsday,Springmoon,12,75,55,87,40,Prevailing Direction,80,55,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,732,Moonday,Springmoon,13,70,55,77,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,733,Twiceday,Springmoon,14,70,55,71,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,734,Thriceday,Springmoon,15,80,60,78,35,From Tropics,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),45,735,Fourday,Springmoon,16,70,55,72,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),0,736,Freeday,Springmoon,17,80,65,86,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,737,Godsday,Springmoon,18,85,70,82,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,738,Moonday,Springmoon,19,80,65,80,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,739,Twiceday,Springmoon,20,80,60,73,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,740,Thriceday,Springmoon,21,85,65,78,15,From Tropics,100,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),5,741,Fourday,Springmoon,22,85,70,88,5,Prevailing Direction,100,80,Normal,2.5,-,-,-,400,250,50,25
Trace Rain (<1/8 inch),15,742,Freeday,Springmoon,23,80,65,74,15,From Arctic,90,75,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,30,743,Godsday,Springmoon,24,80,60,77,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,744,Moonday,Springmoon,25,75,55,73,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,745,Twiceday,Springmoon,26,75,55,89,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,746,Thriceday,Springmoon,27,80,65,85,30,From Tropics,85,70,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),20,747,Fourday,Springmoon,28,85,70,90,20,From Tropics,95,75,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Moderate Rain (<3/4 inch),30,748,Freeday,Springmoon,29,80,65,82,30,From Arctic,85,70,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
Moderate Rain (<3/4 inch),0,749,Godsday,Springmoon,30,70,55,83,0,Indescernable,80,65,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,750,Moonday,Eostara,1,70,55,72,15,From Arctic,80,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,751,Twiceday,Eostara,2,80,60,89,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,752,Thriceday,Eostara,3,75,55,86,10,Prevailing Direction,85,65,Normal,5,-,-,-,50,30,15,10
No Precipitation,10,753,Fourday,Eostara,4,75,55,85,10,Prevailing Direction,85,65,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,754,Freeday,Eostara,5,75,55,86,10,Prevailing Direction,85,65,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,755,Godsday,Eostara,6,75,55,81,10,Prevailing Direction,85,65,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,756,Moonday,Eostara,7,70,55,78,25,Prevailing Direction,75,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),35,757,Twiceday,Eostara,8,70,55,72,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
Heavy Rain (<1.5 inch),45,758,Thriceday,Eostara,9,70,55,78,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
Moderate Rain (<3/4 inch),45,759,Fourday,Eostara,10,70,55,89,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
Moderate Rain (<3/4 inch),35,760,Freeday,Eostara,11,75,55,73,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,20,761,Godsday,Eostara,12,80,60,74,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,762,Moonday,Eostara,13,75,55,77,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),25,763,Twiceday,Eostara,14,80,65,89,25,From Tropics,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,25,764,Thriceday,Eostara,15,80,65,89,25,Prevailing Direction,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,25,765,Fourday,Eostara,16,80,65,84,25,Prevailing Direction,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),15,766,Freeday,Eostara,17,85,70,86,15,From Tropics,100,80,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,15,767,Godsday,Eostara,18,85,70,87,15,Prevailing Direction,100,80,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,768,Moonday,Eostara,19,85,70,74,15,Prevailing Direction,100,80,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,0,769,Twiceday,Eostara,20,90,70,88,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,770,Thriceday,Eostara,21,85,70,78,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,771,Fourday,Eostara,22,80,65,73,15,From Arctic,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,772,Freeday,Eostara,23,80,60,71,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),20,773,Godsday,Eostara,24,80,65,83,20,Prevailing Direction,85,70,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
Heavy Rain (<1.5 inch),30,774,Moonday,Eostara,25,75,55,85,30,From Arctic,80,60,Normal,15,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,45,775,Twiceday,Eostara,26,70,55,84,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,776,Thriceday,Eostara,27,75,55,90,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,777,Fourday,Eostara,28,75,55,83,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),35,778,Freeday,Eostara,29,80,60,81,35,Prevailing Direction,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,50,30,15,10
Moderate Rain (<3/4 inch),45,779,Godsday,Eostara,30,75,55,84,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,150,100,25,15
Trace Rain (<1/8 inch),45,780,Moonday,Pasturemoon,1,70,55,87,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),45,781,Twiceday,Pasturemoon,2,70,55,83,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Moderate Rain (<3/4 inch),35,782,Thriceday,Pasturemoon,3,75,55,88,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,150,100,25,15
No Precipitation,45,783,Fourday,Pasturemoon,4,70,55,79,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,784,Freeday,Pasturemoon,5,80,60,71,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,785,Godsday,Pasturemoon,6,80,60,77,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,786,Moonday,Pasturemoon,7,80,60,83,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,787,Twiceday,Pasturemoon,8,80,65,82,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),25,788,Thriceday,Pasturemoon,9,75,55,74,25,From Arctic,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Moderate Rain (<3/4 inch),15,789,Fourday,Pasturemoon,10,80,60,75,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
Light Rain (<1/2 inch),25,790,Freeday,Pasturemoon,11,75,55,88,25,Prevailing Direction,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Light Rain (<1/2 inch),35,791,Godsday,Pasturemoon,12,70,55,83,35,From Arctic,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,792,Moonday,Pasturemoon,13,70,55,83,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),35,793,Twiceday,Pasturemoon,14,80,60,75,35,From Tropics,85,65,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),25,794,Thriceday,Pasturemoon,15,80,65,87,25,Prevailing Direction,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,25,795,Fourday,Pasturemoon,16,80,65,73,25,Prevailing Direction,85,70,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,40,796,Freeday,Pasturemoon,17,80,60,87,40,Prevailing Direction,85,60,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),30,797,Godsday,Pasturemoon,18,80,65,90,30,Prevailing Direction,85,70,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Light Rain (<1/2 inch),40,798,Moonday,Pasturemoon,19,75,55,78,40,From Arctic,80,55,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),45,799,Twiceday,Pasturemoon,20,70,55,90,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),35,800,Thriceday,Pasturemoon,21,75,55,86,35,Prevailing Direction,80,60,Normal,17.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,20,801,Fourday,Pasturemoon,22,80,60,71,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),30,802,Freeday,Pasturemoon,23,70,55,74,30,From Arctic,75,60,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,30,803,Godsday,Pasturemoon,24,75,55,90,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,804,Moonday,Pasturemoon,25,80,60,73,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),5,805,Twiceday,Pasturemoon,26,80,65,72,5,Prevailing Direction,90,75,Normal,2.5,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,806,Thriceday,Pasturemoon,27,85,65,85,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,807,Fourday,Pasturemoon,28,85,70,74,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,808,Freeday,Pasturemoon,29,90,70,89,0,Indescernable,105,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,809,Godsday,Pasturemoon,30,85,70,81,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,810,Moonday,Fallowmoon,1,80,65,59,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,811,Twiceday,Fallowmoon,2,80,60,48,30,Prevailing Direction,85,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),20,812,Thriceday,Fallowmoon,3,85,65,52,20,From Tropics,90,65,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,813,Fourday,Fallowmoon,4,85,70,47,10,Prevailing Direction,95,75,Normal,5,-,-,-,50,30,15,10
No Precipitation,10,814,Freeday,Fallowmoon,5,85,65,59,10,Prevailing Direction,95,70,Normal,5,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),20,815,Godsday,Fallowmoon,6,80,65,41,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,5,816,Moonday,Fallowmoon,7,85,70,54,5,From Tropics,95,75,Normal,2.5,-,-,-,500,300,50,25
No Precipitation,0,817,Twiceday,Fallowmoon,8,85,70,58,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,818,Thriceday,Fallowmoon,9,85,65,53,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,819,Fourday,Fallowmoon,10,85,65,52,0,Indescernable,95,70,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,820,Freeday,Fallowmoon,11,85,70,58,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,821,Godsday,Fallowmoon,12,80,65,53,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,822,Moonday,Fallowmoon,13,85,70,43,5,From Tropics,95,75,Normal,2.5,-,-,-,150,100,25,15
No Precipitation,20,823,Twiceday,Fallowmoon,14,80,65,48,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),30,824,Thriceday,Fallowmoon,15,80,60,50,30,Prevailing Direction,85,60,Normal,15,-1/-2/-3/X,-1,0.75,50,30,15,10
